;abstract_lemma;abstract_pos
60032259;[('study', 18102), ('patient', 16634), ('use', 16154), ('result', 15960), ('show', 12706), ('high', 10870), ('effect', 8929), ('model', 8805), ('increase', 8467), ('analysis', 8416), ('find', 8377), ('present', 8323), ('different', 8236), ('data', 8069), ('significant', 7861), ('cell', 7853), ('group', 7815), ('method', 7730), ('system', 6954), ('treatment', 6535), ('level', 6398), ('activity', 5948), ('low', 5799), ('time', 5763), ('test', 5644), ('structure', 5617), ('control', 5531), ('case', 5473), ('investigate', 5459), ('obtain', 5246)];[(('patients', 'NNS'), 15187), (('results', 'NNS'), 13302), (('study', 'NN'), 9299), (('different', 'JJ'), 8044), (('data', 'NNS'), 7597), (('analysis', 'NN'), 6955), (('using', 'VBG'), 6808), (('treatment', 'NN'), 5839), (('group', 'NN'), 5163), (('model', 'NN'), 5079), (('activity', 'NN'), 4913), (('showed', 'VBD'), 4807), (('effect', 'NN'), 4779), (('may', 'MD'), 4757), (('high', 'JJ'), 4655), (('used', 'VBN'), 4593), (('time', 'NN'), 4529), (('methods', 'NNS'), 4477), (('system', 'NN'), 4390), (('significant', 'JJ'), 4353), (('compared', 'VBN'), 4336), (('new', 'JJ'), 4281), (('present', 'JJ'), 4182), (('effects', 'NNS'), 4137), (('found', 'VBD'), 4045), (('levels', 'NNS'), 4037), (('cells', 'NNS'), 3925), (('based', 'VBN'), 3901), (('clinical', 'JJ'), 3869), (('authors', 'NNS'), 3722)]
60032350;[('patient', 129324), ('study', 92441), ('result', 83559), ('use', 82561), ('show', 65092), ('cell', 56435), ('high', 55113), ('model', 47849), ('group', 46958), ('present', 46025), ('analysis', 45414), ('find', 44850), ('data', 43125), ('method', 42279), ('significant', 41811), ('different', 39966), ('increase', 38655), ('effect', 38093), ('case', 35741), ('system', 34790), ('level', 34633), ('treatment', 34265), ('time', 32247), ('low', 30379), ('test', 29355), ('control', 29027), ('disease', 27932), ('year', 27814), ('structure', 27574), ('clinic', 26939)];[(('patients', 'NNS'), 117951), (('results', 'NNS'), 69534), (('study', 'NN'), 49622), (('data', 'NNS'), 40677), (('different', 'JJ'), 39150), (('analysis', 'NN'), 37082), (('using', 'VBG'), 33993), (('group', 'NN'), 32003), (('treatment', 'NN'), 31120), (('cells', 'NNS'), 29835), (('model', 'NN'), 28844), (('time', 'NN'), 26299), (('may', 'MD'), 25972), (('clinical', 'JJ'), 25527), (('methods', 'NNS'), 25466), (('high', 'JJ'), 24103), (('showed', 'VBD'), 24054), (('used', 'VBN'), 23661), (('new', 'JJ'), 23572), (('compared', 'VBN'), 23473), (('significant', 'JJ'), 23429), (('system', 'NN'), 22953), (('present', 'JJ'), 22686), (('years', 'NNS'), 21125), (('associated', 'VBN'), 20905), (('based', 'VBN'), 20748), (('authors', 'NNS'), 20666), (('found', 'VBD'), 20413), (('levels', 'NNS'), 20389), (('activity', 'NN'), 19781)]
60050715;[('use', 6356), ('study', 5098), ('high', 4919), ('result', 4582), ('specie', 4104), ('show', 4031), ('different', 3667), ('cell', 3519), ('analysis', 3417), ('increase', 3292), ('model', 3233), ('plant', 3167), ('soil', 2899), ('effect', 2634), ('data', 2632), ('forest', 2559), ('area', 2540), ('system', 2478), ('find', 2411), ('present', 2294), ('activity', 2275), ('significant', 2187), ('level', 2171), ('protein', 2133), ('condition', 2068), ('process', 2053), ('low', 2017), ('gene', 1998), ('environment', 1997), ('change', 1989)];[(('species', 'NNS'), 4030), (('different', 'JJ'), 3597), (('results', 'NNS'), 3567), (('analysis', 'NN'), 2753), (('study', 'NN'), 2588), (('data', 'NNS'), 2494), (('using', 'VBG'), 2392), (('soil', 'NN'), 2206), (('high', 'JJ'), 2092), (('showed', 'VBD'), 1940), (('used', 'VBN'), 1892), (('cells', 'NNS'), 1857), (('conditions', 'NNS'), 1818), (('new', 'JJ'), 1800), (('model', 'NN'), 1739), (('production', 'NN'), 1718), (('water', 'NN'), 1659), (('activity', 'NN'), 1646), (('time', 'NN'), 1596), (('based', 'VBN'), 1575), (('growth', 'NN'), 1573), (('plant', 'NN'), 1538), (('plants', 'NNS'), 1533), (('system', 'NN'), 1508), (('forest', 'JJS'), 1415), (('area', 'NN'), 1366), (('authors', 'NNS'), 1348), (('compared', 'VBN'), 1346), (('effects', 'NNS'), 1342), (('higher', 'JJR'), 1342)]
60069616;[('patient', 15616), ('study', 8137), ('cell', 6247), ('result', 6190), ('use', 5995), ('group', 5385), ('significant', 5064), ('high', 4464), ('show', 4325), ('treatment', 4204), ('disease', 3792), ('clinic', 3743), ('increase', 3604), ('analysis', 3551), ('method', 3532), ('effect', 3431), ('±', 3295), ('conclusion', 3263), ('find', 3219), ('level', 3207), ('control', 3015), ('data', 2875), ('evaluate', 2850), ('year', 2845), ('associate', 2828), ('risk', 2704), ('low', 2605), ('cancer', 2547), ('compare', 2503), ('age', 2482)];[(('patients', 'NNS'), 14301), (('results', 'NNS'), 5343), (('study', 'NN'), 4789), (('treatment', 'NN'), 3843), (('group', 'NN'), 3691), (('clinical', 'JJ'), 3536), (('cells', 'NNS'), 3245), (('analysis', 'NN'), 3033), (('methods', 'NNS'), 2860), (('data', 'NNS'), 2685), (('significant', 'JJ'), 2555), (('significantly', 'RB'), 2509), (('disease', 'NN'), 2498), (('showed', 'VBD'), 2454), (('associated', 'VBN'), 2438), (('risk', 'NN'), 2413), (('levels', 'NNS'), 2343), (('compared', 'VBN'), 2312), (('may', 'MD'), 2266), (('using', 'VBG'), 2222), (('different', 'JJ'), 2177), (('±', 'NNP'), 2169), (('cell', 'NN'), 2148), (('years', 'NNS'), 2112), (('cancer', 'NN'), 2109), (('age', 'NN'), 1992), (('expression', 'NN'), 1984), (('effects', 'NNS'), 1942), (('conclusions', 'NNS'), 1920), (('higher', 'JJR'), 1881)]
60073247;[('article', 95), ('theology', 87), ('«', 86), ('»', 84), ('god', 80), ('church', 69), ('right', 69), ('reserve', 64), ('human', 61), ('university', 59), ('understand', 56), ('philosophy', 55), ('way', 55), ('study', 54), ('religious', 52), ('society', 52), ('present', 49), ('use', 46), ('mean', 45), ('author', 44), ('time', 42), ('christian', 41), ('new', 40), ('history', 40), ('analysis', 40), ('focus', 39), ('consider', 39), ('jesus', 39), ('faith', 39), ('culture', 38)];[(('article', 'NN'), 90), (('rights', 'NNS'), 65), (('reserved', 'VBD'), 60), (('theology', 'NN'), 59), (('human', 'JJ'), 56), (('»', 'NNP'), 54), (('«', 'NNP'), 52), (('university', 'NN'), 52), (('religious', 'JJ'), 51), (('way', 'NN'), 47), (('god', 'NN'), 45), (('church', 'NN'), 44), (('new', 'JJ'), 40), (('society', 'NN'), 38), (('jesus', 'NN'), 37), (('press', 'NN'), 37), (('gregorian', 'JJ'), 37), (('different', 'JJ'), 35), (('social', 'JJ'), 35), (('philosophy', 'NN'), 34), (('analysis', 'NN'), 34), (('time', 'NN'), 32), (('christian', 'JJ'), 32), (('present', 'JJ'), 32), (('paper', 'NN'), 32), (('life', 'NN'), 30), (('catholic', 'JJ'), 30), (('relationship', 'NN'), 30), (('particular', 'JJ'), 29), (('order', 'NN'), 28)]
60073834;[('use', 3374), ('study', 2696), ('high', 2403), ('specie', 2344), ('result', 2085), ('different', 1961), ('analysis', 1915), ('show', 1856), ('plant', 1825), ('data', 1761), ('gene', 1687), ('sample', 1458), ('increase', 1401), ('model', 1391), ('effect', 1273), ('significant', 1265), ('method', 1226), ('find', 1190), ('population', 1147), ('fruit', 1080), ('identify', 1077), ('change', 1073), ('compound', 1033), ('time', 1021), ('control', 1004), ('low', 1003), ('apple', 995), ('level', 971), ('wine', 966), ('area', 957)];[(('species', 'NNS'), 2307), (('different', 'JJ'), 1923), (('data', 'NNS'), 1657), (('results', 'NNS'), 1617), (('analysis', 'NN'), 1502), (('using', 'VBG'), 1424), (('study', 'NN'), 1333), (('high', 'JJ'), 1044), (('showed', 'VBD'), 990), (('plant', 'NN'), 975), (('used', 'VBN'), 960), (('genes', 'NNS'), 950), (('apple', 'NN'), 885), (('genetic', 'JJ'), 883), (('based', 'VBN'), 827), (('samples', 'NNS'), 817), (('plants', 'NNS'), 815), (('time', 'NN'), 805), (('new', 'JJ'), 767), (('authors', 'NNS'), 764), (('water', 'NN'), 759), (('conditions', 'NNS'), 748), (('compounds', 'NNS'), 735), (('gene', 'NN'), 733), (('fruit', 'NN'), 722), (('may', 'MD'), 717), (('important', 'JJ'), 694), (('significant', 'JJ'), 677), (('model', 'NN'), 672), (('effect', 'NN'), 661)]
60103305;[('god', 26), ('show', 19), ('article', 16), ('text', 16), ('jesus', 15), ('word', 14), ('paul', 14), ('greek', 13), ('present', 12), ('luke', 12), ('moses', 11), ('right', 10), ('reserve', 10), ('letter', 10), ('«', 9), ('»', 9), ('exegesis', 8), ('paper', 8), ('life', 8), ('woman', 8), ('mean', 8), ('speech', 8), ('author', 7), ('history', 7), ('Bible', 7), ('human', 7), ('way', 7), ('gospel', 7), ('possible', 7), ('new', 7)];[(('article', 'NN'), 16), (('god', 'NN'), 12), (('jesus', 'NN'), 12), (('word', 'NN'), 12), (('greek', 'JJ'), 11), (('rights', 'NNS'), 10), (('paper', 'NN'), 8), (('gods', 'NNS'), 8), (('life', 'NN'), 8), (('moses', 'NNS'), 8), (('reserved', 'VBD'), 8), (('possible', 'JJ'), 7), (('new', 'JJ'), 7), (('presented', 'VBN'), 7), (('animals', 'NNS'), 7), (('interpretation', 'NN'), 7), (('paul', 'NN'), 7), (('»', 'NNP'), 7), (('letters', 'NNS'), 7), (('biblical', 'JJ'), 6), (('way', 'NN'), 6), (('original', 'JJ'), 6), (('gospel', 'NN'), 6), (('women', 'NNS'), 6), (('must', 'MD'), 6), (('speech', 'NN'), 6), (('according', 'VBG'), 5), (('exegesis', 'NN'), 5), (('well', 'RB'), 5), (('human', 'JJ'), 5)]
60103326;[('social', 127), ('study', 93), ('result', 90), ('use', 86), ('show', 77), ('compassion', 77), ('article', 69), ('analysis', 66), ('effect', 63), ('measure', 61), ('find', 60), ('different', 57), ('impact', 56), ('increase', 55), ('paper', 54), ('country', 54), ('institution', 53), ('author', 52), ('group', 52), ('high', 50), ('medium', 49), ('data', 47), ('practice', 47), ('positive', 46), ('focus', 45), ('individual', 45), ('explore', 44), ('change', 44), ('system', 42), ('participant', 42)];[(('social', 'JJ'), 123), (('results', 'NNS'), 80), (('article', 'NN'), 69), (('compassion', 'NN'), 65), (('study', 'NN'), 58), (('different', 'JJ'), 56), (('paper', 'NN'), 54), (('media', 'NNS'), 47), (('effects', 'NNS'), 46), (('positive', 'JJ'), 46), (('data', 'NNS'), 45), (('analysis', 'NN'), 44), (('authors', 'NNS'), 44), (('countries', 'NNS'), 41), (('others', 'NNS'), 41), (('new', 'JJ'), 40), (('participants', 'NNS'), 40), (('research', 'NN'), 39), (('health', 'NN'), 37), (('role', 'NN'), 36), (('group', 'NN'), 35), (('time', 'NN'), 34), (('selfcriticism', 'NN'), 33), (('political', 'JJ'), 32), (('italian', 'JJ'), 32), (('people', 'NNS'), 32), (('using', 'VBG'), 31), (('may', 'MD'), 31), (('practices', 'NNS'), 30), (('public', 'JJ'), 28)]
60104092;[('study', 1511), ('use', 1493), ('result', 1277), ('model', 995), ('show', 919), ('analysis', 854), ('high', 716), ('system', 695), ('different', 643), ('effect', 629), ('present', 600), ('data', 590), ('aim', 574), ('significant', 543), ('test', 541), ('energy', 533), ('level', 533), ('method', 523), ('propose', 520), ('increase', 502), ('find', 502), ('process', 494), ('measure', 493), ('investigate', 493), ('paper', 491), ('group', 487), ('relationship', 461), ('structure', 453), ('work', 440), ('performance', 440)];[(('results', 'NNS'), 1148), (('study', 'NN'), 891), (('analysis', 'NN'), 642), (('different', 'JJ'), 627), (('model', 'NN'), 582), (('data', 'NNS'), 564), (('paper', 'NN'), 482), (('energy', 'NN'), 473), (('using', 'VBG'), 460), (('used', 'VBN'), 451), (('system', 'NN'), 421), (('based', 'VBN'), 419), (('authors', 'NNS'), 409), (('research', 'NN'), 391), (('significant', 'JJ'), 390), (('performance', 'NN'), 376), (('showed', 'VBD'), 376), (('role', 'NN'), 359), (('order', 'NN'), 357), (('group', 'NN'), 355), (('time', 'NN'), 350), (('effects', 'NNS'), 330), (('social', 'JJ'), 330), (('new', 'JJ'), 328), (('high', 'JJ'), 325), (('approach', 'NN'), 310), (('use', 'NN'), 307), (('levels', 'NNS'), 305), (('years', 'NNS'), 302), (('present', 'JJ'), 300)]
60104320;[('result', 806), ('study', 688), ('use', 659), ('model', 576), ('function', 560), ('method', 505), ('solution', 498), ('equation', 494), ('present', 478), ('author', 457), ('show', 442), ('new', 394), ('paper', 368), ('obtain', 296), ('analysis', 289), ('problem', 288), ('different', 284), ('high', 279), ('fractional', 274), ('system', 270), ('inequality', 260), ('base', 244), ('find', 232), ('investigate', 232), ('parameter', 231), ('order', 231), ('child', 228), ('data', 226), ('aim', 226), ('work', 219)];[(('results', 'NNS'), 716), (('authors', 'NNS'), 444), (('new', 'JJ'), 394), (('study', 'NN'), 367), (('paper', 'NN'), 358), (('model', 'NN'), 334), (('solutions', 'NNS'), 334), (('functions', 'NNS'), 299), (('equations', 'NNS'), 297), (('using', 'VBG'), 280), (('different', 'JJ'), 278), (('fractional', 'JJ'), 270), (('method', 'NN'), 262), (('analysis', 'NN'), 223), (('order', 'NN'), 216), (('data', 'NNS'), 214), (('licensee', 'VBP'), 207), (('based', 'VBN'), 204), (('present', 'JJ'), 199), (('equation', 'NN'), 192), (('switzerland', 'NN'), 188), (('system', 'NN'), 187), (('numerical', 'JJ'), 184), (('basel', 'NN'), 184), (('mdpi', 'JJ'), 183), (('inequalities', 'NNS'), 183), (('properties', 'NNS'), 182), (('differential', 'JJ'), 182), (('children', 'NNS'), 177), (('time', 'NN'), 171)]
60104321;[('study', 168), ('use', 132), ('result', 109), ('student', 96), ('find', 89), ('show', 89), ('analysis', 87), ('high', 84), ('paper', 76), ('research', 75), ('social', 75), ('child', 74), ('effect', 70), ('aim', 68), ('italian', 67), ('group', 64), ('level', 63), ('relationship', 63), ('school', 63), ('different', 61), ('adolescent', 61), ('author', 60), ('investigate', 60), ('role', 60), ('present', 59), ('model', 59), ('knowledge', 53), ('factor', 51), ('test', 49), ('play', 49)];[(('study', 'NN'), 103), (('students', 'NNS'), 91), (('results', 'NNS'), 89), (('research', 'NN'), 75), (('paper', 'NN'), 72), (('social', 'JJ'), 71), (('analysis', 'NN'), 68), (('italian', 'JJ'), 65), (('children', 'NNS'), 62), (('different', 'JJ'), 59), (('role', 'NN'), 57), (('school', 'NN'), 51), (('authors', 'NNS'), 50), (('findings', 'NNS'), 49), (('new', 'JJ'), 48), (('data', 'NNS'), 47), (('using', 'VBG'), 46), (('adolescents', 'NNS'), 46), (('effects', 'NNS'), 45), (('knowledge', 'NN'), 44), (('relationship', 'NN'), 44), (('may', 'MD'), 43), (('participants', 'NNS'), 43), (('group', 'NN'), 42), (('high', 'JJ'), 41), (('years', 'NNS'), 38), (('implications', 'NNS'), 37), (('model', 'NN'), 37), (('development', 'NN'), 35), (('levels', 'NNS'), 35)]
60105230;[('patient', 263), ('study', 235), ('result', 185), ('cell', 181), ('use', 175), ('show', 135), ('disease', 126), ('increase', 124), ('high', 123), ('group', 119), ('level', 117), ('significant', 115), ('author', 109), ('treatment', 106), ('effect', 106), ('analysis', 105), ('±', 105), ('protein', 99), ('method', 99), ('find', 97), ('clinic', 94), ('different', 93), ('activity', 90), ('response', 86), ('data', 84), ('model', 83), ('evaluate', 81), ('role', 78), ('aim', 78), ('–', 77)];[(('patients', 'NNS'), 253), (('results', 'NNS'), 148), (('study', 'NN'), 140), (('authors', 'NNS'), 104), (('cells', 'NNS'), 96), (('different', 'JJ'), 92), (('clinical', 'JJ'), 89), (('treatment', 'NN'), 81), (('response', 'NN'), 79), (('data', 'NNS'), 78), (('activity', 'NN'), 76), (('group', 'NN'), 76), (('role', 'NN'), 76), (('analysis', 'NN'), 76), (('significant', 'JJ'), 74), (('±', 'NNP'), 70), (('levels', 'NNS'), 69), (('methods', 'NNS'), 66), (('disease', 'NN'), 64), (('associated', 'VBN'), 63), (('could', 'MD'), 63), (('effects', 'NNS'), 62), (('expression', 'NN'), 60), (('compared', 'VBN'), 59), (('studies', 'NNS'), 57), (('showed', 'VBD'), 57), (('may', 'MD'), 56), (('used', 'VBN'), 56), (('using', 'VBG'), 55), (('time', 'NN'), 54)]
60105475;[('model', 1048), ('use', 1009), ('study', 872), ('result', 841), ('structure', 837), ('seismic', 784), ('analysis', 730), ('build', 702), ('show', 607), ('different', 570), ('design', 496), ('data', 478), ('spectrum', 471), ('method', 459), ('present', 454), ('system', 448), ('approach', 439), ('response', 435), ('patient', 426), ('performance', 417), ('test', 411), ('assessment', 409), ('propose', 393), ('high', 391), ('base', 386), ('source', 379), ('xray', 379), ('cognition', 377), ('level', 374), ('risk', 372)];[(('seismic', 'JJ'), 760), (('results', 'NNS'), 692), (('different', 'JJ'), 559), (('analysis', 'NN'), 533), (('model', 'NN'), 481), (('study', 'NN'), 468), (('data', 'NNS'), 445), (('using', 'VBG'), 437), (('patients', 'NNS'), 397), (('response', 'NN'), 395), (('performance', 'NN'), 370), (('structural', 'JJ'), 366), (('design', 'NN'), 353), (('based', 'VBN'), 337), (('risk', 'NN'), 335), (('paper', 'NN'), 316), (('models', 'NNS'), 314), (('buildings', 'NNS'), 297), (('approach', 'NN'), 294), (('used', 'VBN'), 291), (('assessment', 'NN'), 280), (('cognitive', 'JJ'), 274), (('authors', 'NNS'), 263), (('damage', 'NN'), 260), (('system', 'NN'), 259), (('source', 'NN'), 256), (('earthquake', 'NN'), 247), (('new', 'JJ'), 245), (('ground', 'NN'), 243), (('compared', 'VBN'), 240)]
60105927;[('use', 467), ('model', 420), ('study', 412), ('result', 401), ('system', 289), ('present', 275), ('energy', 268), ('data', 267), ('paper', 263), ('show', 260), ('analysis', 257), ('test', 240), ('process', 238), ('approach', 232), ('different', 230), ('patient', 217), ('high', 213), ('new', 208), ('cell', 208), ('experiment', 197), ('method', 174), ('aim', 173), ('level', 172), ('propose', 172), ('effect', 164), ('time', 160), ('significant', 157), ('base', 157), ('author', 153), ('case', 148)];[(('results', 'NNS'), 333), (('model', 'NN'), 264), (('energy', 'NN'), 261), (('paper', 'NN'), 259), (('data', 'NNS'), 252), (('study', 'NN'), 224), (('different', 'JJ'), 223), (('new', 'JJ'), 206), (('patients', 'NNS'), 192), (('analysis', 'NN'), 182), (('approach', 'NN'), 181), (('using', 'VBG'), 169), (('system', 'NN'), 159), (('authors', 'NNS'), 150), (('based', 'VBN'), 150), (('process', 'NN'), 133), (('systems', 'NNS'), 130), (('time', 'NN'), 129), (('used', 'VBN'), 124), (('treatment', 'NN'), 120), (('experimental', 'JJ'), 119), (('role', 'NN'), 117), (('production', 'NN'), 114), (('cells', 'NNS'), 113), (('present', 'JJ'), 112), (('may', 'MD'), 112), (('high', 'JJ'), 111), (('case', 'NN'), 110), (('effects', 'NNS'), 106), (('terms', 'NNS'), 102)]
60107210;[('patient', 9767), ('study', 2960), ('result', 2653), ('use', 2159), ('treatment', 2090), ('clinic', 2063), ('disease', 1997), ('group', 1816), ('cell', 1781), ('method', 1765), ('high', 1724), ('surgery', 1696), ('conclusion', 1667), ('significant', 1623), ('year', 1582), ('–', 1571), ('ci', 1551), ('analysis', 1498), ('outcome', 1434), ('rate', 1408), ('month', 1383), ('cancer', 1340), ('risk', 1320), ('associate', 1229), ('show', 1186), ('compare', 1183), ('±', 1157), ('increase', 1147), ('aim', 1146), ('data', 1140)];[(('patients', 'NNS'), 9075), (('results', 'NNS'), 2310), (('clinical', 'JJ'), 1963), (('study', 'NN'), 1889), (('treatment', 'NN'), 1843), (('methods', 'NNS'), 1574), (('disease', 'NN'), 1508), (('analysis', 'NN'), 1274), (('group', 'NN'), 1263), (('months', 'NNS'), 1201), (('cancer', 'NN'), 1139), (('risk', 'NN'), 1136), (('compared', 'VBN'), 1086), (('data', 'NNS'), 1077), (('ci', 'NN'), 1067), (('years', 'NNS'), 1039), (('associated', 'VBN'), 1025), (('–', 'NNP'), 991), (('conclusions', 'NNS'), 970), (('authors', 'NNS'), 966), (('cells', 'NNS'), 955), (('median', 'JJ'), 934), (('rate', 'NN'), 927), (('respectively', 'RB'), 904), (('surgery', 'NN'), 872), (('background', 'NN'), 856), (('significant', 'JJ'), 837), (('using', 'VBG'), 825), (('therapy', 'NN'), 803), (('significantly', 'RB'), 786)]
60109537;[('study', 262), ('research', 217), ('use', 207), ('model', 199), ('paper', 153), ('analysis', 151), ('find', 143), ('knowledge', 140), ('firm', 133), ('innovation', 130), ('result', 128), ('management', 121), ('organization', 113), ('process', 110), ('aim', 109), ('data', 106), ('new', 105), ('system', 97), ('performance', 96), ('approach', 94), ('relationship', 94), ('social', 92), ('economy', 92), ('develop', 89), ('show', 88), ('strategy', 87), ('purpose', 86), ('environment', 86), ('finance', 85), ('entrepreneur', 85)];[(('research', 'NN'), 214), (('paper', 'NN'), 147), (('study', 'NN'), 139), (('analysis', 'NN'), 130), (('model', 'NN'), 115), (('results', 'NNS'), 113), (('innovation', 'NN'), 110), (('knowledge', 'NN'), 106), (('findings', 'NNS'), 105), (('data', 'NNS'), 105), (('new', 'JJ'), 104), (('management', 'NN'), 97), (('firms', 'NNS'), 93), (('social', 'JJ'), 89), (('performance', 'NN'), 88), (('using', 'VBG'), 73), (('based', 'VBN'), 72), (('approach', 'NN'), 72), (('authors', 'NNS'), 70), (('business', 'NN'), 70), (('italian', 'JJ'), 67), (('studies', 'NNS'), 66), (('literature', 'NN'), 65), (('digital', 'JJ'), 65), (('financial', 'JJ'), 64), (('process', 'NN'), 62), (('companies', 'NNS'), 62), (('role', 'NN'), 61), (('system', 'NN'), 60), (('different', 'JJ'), 60)]
60112425;[('author', 72), ('right', 72), ('de', 70), ('church', 69), ('human', 68), ('article', 58), ('good', 50), ('culture', 50), ('understand', 48), ('theology', 47), ('god', 46), ('study', 46), ('present', 44), ('law', 43), ('reserve', 43), ('“', 40), ('”', 40), ('case', 38), ('way', 37), ('francis', 36), ('life', 36), ('limit', 36), ('dimension', 34), ('group', 34), ('work', 33), ('christian', 33), ('publish', 32), ('new', 32), ('use', 31), ('make', 31)];[(('human', 'JJ'), 58), (('rights', 'NNS'), 57), (('article', 'NN'), 57), (('de', 'FW'), 55), (('church', 'NN'), 51), (('authors', 'NNS'), 50), (('law', 'NN'), 33), (('life', 'NN'), 33), (('francis', 'NN'), 33), (('new', 'JJ'), 32), (('christian', 'JJ'), 31), (('trading', 'NN'), 31), (('group', 'NN'), 31), (('way', 'NN'), 30), (('cultural', 'JJ'), 30), (('taylor', 'NN'), 30), (('uk', 'JJ'), 29), (('limited', 'JJ'), 29), (('good', 'JJ'), 28), (('analysis', 'NN'), 28), (('informa', 'JJ'), 28), (('paper', 'NN'), 27), (('religious', 'JJ'), 27), (('order', 'NN'), 25), (('role', 'NN'), 25), (('case', 'NN'), 25), (('study', 'NN'), 24), (('personal', 'JJ'), 23), (('relation', 'NN'), 23), (('theological', 'JJ'), 23)]
60134846;[('study', 570), ('use', 505), ('result', 495), ('test', 493), ('show', 386), ('patient', 351), ('model', 328), ('significant', 320), ('group', 317), ('effect', 305), ('performance', 293), ('different', 290), ('high', 278), ('analysis', 277), ('aim', 271), ('time', 261), ('method', 238), ('present', 237), ('±', 237), ('age', 235), ('level', 233), ('train', 226), ('find', 205), ('increase', 205), ('measure', 202), ('condition', 201), ('exercise', 200), ('control', 191), ('data', 187), ('investigate', 186)];[(('results', 'NNS'), 436), (('study', 'NN'), 370), (('patients', 'NNS'), 330), (('different', 'JJ'), 282), (('performance', 'NN'), 239), (('test', 'NN'), 230), (('analysis', 'NN'), 222), (('time', 'NN'), 218), (('showed', 'VBD'), 215), (('significant', 'JJ'), 200), (('group', 'NN'), 198), (('model', 'NN'), 189), (('data', 'NNS'), 177), (('used', 'VBN'), 169), (('effects', 'NNS'), 167), (('paper', 'NN'), 164), (('using', 'VBG'), 163), (('age', 'NN'), 152), (('years', 'NNS'), 151), (('exercise', 'NN'), 148), (('tests', 'NNS'), 147), (('players', 'NNS'), 145), (('methods', 'NNS'), 143), (('participants', 'NNS'), 140), (('effect', 'NN'), 138), (('differences', 'NNS'), 138), (('authors', 'NNS'), 133), (('compared', 'VBN'), 130), (('based', 'VBN'), 129), (('cognitive', 'JJ'), 126)]
60134847;[('study', 353), ('use', 338), ('result', 298), ('analysis', 287), ('model', 279), ('high', 274), ('source', 195), ('show', 184), ('data', 183), ('structure', 166), ('present', 162), ('system', 156), ('effect', 145), ('low', 142), ('different', 138), ('energy', 137), ('area', 132), ('process', 130), ('patient', 127), ('level', 125), ('aim', 123), ('increase', 120), ('find', 120), ('risk', 120), ('test', 119), ('element', 117), ('paper', 117), ('method', 116), ('significant', 116), ('cancer', 116)];[(('results', 'NNS'), 248), (('analysis', 'NN'), 230), (('study', 'NN'), 199), (('model', 'NN'), 172), (('data', 'NNS'), 169), (('using', 'VBG'), 145), (('different', 'JJ'), 138), (('sources', 'NNS'), 118), (('patients', 'NNS'), 116), (('paper', 'NN'), 113), (('energy', 'NN'), 112), (('high', 'JJ'), 106), (('authors', 'NNS'), 106), (('cancer', 'NN'), 102), (('risk', 'NN'), 101), (('compared', 'VBN'), 100), (('based', 'VBN'), 100), (('system', 'NN'), 90), (('emission', 'NN'), 89), (('elements', 'NNS'), 87), (('used', 'VBN'), 86), (('due', 'JJ'), 83), (('conditions', 'NNS'), 82), (('higher', 'JJR'), 82), (('effects', 'NNS'), 82), (('new', 'JJ'), 81), (('process', 'NN'), 81), (('present', 'JJ'), 81), (('area', 'NN'), 78), (('approach', 'NN'), 78)]
60136210;[('model', 1472), ('use', 1375), ('result', 1177), ('data', 1167), ('energy', 1125), ('detector', 969), ('neutrino', 840), ('present', 826), ('find', 819), ('show', 796), ('search', 751), ('study', 748), ('spectrum', 738), ('limit', 736), ('time', 734), ('system', 730), ('analysis', 690), ('experiment', 674), ('paper', 654), ('source', 635), ('high', 625), ('provide', 605), ('signal', 596), ('author', 574), ('particle', 559), ('mass', 550), ('cosmos', 541), ('observe', 537), ('galaxy', 530), ('society', 525)];[(('data', 'NNS'), 1110), (('energy', 'NN'), 940), (('results', 'NNS'), 858), (('using', 'VBG'), 689), (('model', 'NN'), 685), (('time', 'NN'), 627), (('paper', 'NN'), 623), (('models', 'NNS'), 576), (('authors', 'NNS'), 568), (('analysis', 'NN'), 553), (('detector', 'NN'), 546), (('different', 'JJ'), 516), (('new', 'JJ'), 508), (('society', 'NN'), 508), (('present', 'JJ'), 490), (('system', 'NN'), 482), (('gravitational', 'JJ'), 478), (('cosmic', 'JJ'), 465), (('american', 'JJ'), 455), (('physical', 'JJ'), 452), (('based', 'VBN'), 396), (('matter', 'NN'), 393), (('emission', 'NN'), 386), (('search', 'NN'), 385), (('neutrino', 'NN'), 382), (('study', 'NN'), 381), (('detectors', 'NNS'), 375), (('mass', 'NN'), 367), (('large', 'JJ'), 367), (('sources', 'NNS'), 366)]
