;title_lemma;title_pos
60028868;[('study', 4883), ('effect', 3620), ('patient', 3561), ('model', 2936), ('analysis', 2935), ('use', 2641), ('system', 2526), ('cell', 2451), ('new', 2444), ('collision', 2242), ('measurement', 2205), ('di', 2173), ('italy', 2111), ('search', 1993), ('human', 1819), ('structure', 1792), ('tev', 1785), ('decay', 1705), ('cancer', 1670), ('treatment', 1632), ('disease', 1588), ('activity', 1525), ('case', 1508), ('clinic', 1422), ('production', 1399), ('approach', 1385), ('evaluation', 1382), ('italian', 1351), ('synthesis', 1325), ('detector', 1282)];[(('study', 'NN'), 3935), (('patients', 'NNS'), 3323), (('analysis', 'NN'), 2686), (('new', 'JJ'), 2443), (('collisions', 'NNS'), 2150), (('effects', 'NNS'), 2136), (('using', 'VBG'), 1822), (('search', 'NN'), 1811), (('di', 'NN'), 1642), (('human', 'JJ'), 1601), (('model', 'NN'), 1595), (('treatment', 'NN'), 1539), (('cancer', 'NN'), 1506), (('effect', 'NN'), 1484), (('italy', 'NN'), 1401), (('production', 'NN'), 1396), (('clinical', 'JJ'), 1390), (('measurement', 'NN'), 1364), (('activity', 'NN'), 1347), (('italian', 'JJ'), 1336), (('evaluation', 'NN'), 1309), (('system', 'NN'), 1290), (('case', 'NN'), 1261), (('systems', 'NNS'), 1236), (('approach', 'NN'), 1224), (('properties', 'NNS'), 1181), (('synthesis', 'NN'), 1149), (('cells', 'NNS'), 1146), (('detector', 'NN'), 1132), (('data', 'NNS'), 1058)]
60030318;[('study', 10783), ('patient', 9331), ('effect', 6961), ('cell', 6749), ('di', 5006), ('analysis', 4402), ('cancer', 4330), ('disease', 4292), ('treatment', 4256), ('human', 3992), ('use', 3635), ('clinic', 3570), ('case', 3331), ('model', 3317), ('new', 3256), ('italian', 3069), ('italy', 3020), ('activity', 2919), ('system', 2661), ('structure', 2646), ('risk', 2600), ('factor', 2528), ('acid', 2510), ('evaluation', 2410), ('rat', 2406), ('protein', 2383), ('synthesis', 2343), ('role', 2284), ('result', 2265), ('gene', 2225)];[(('study', 'NN'), 8792), (('patients', 'NNS'), 8470), (('analysis', 'NN'), 4091), (('treatment', 'NN'), 4044), (('cancer', 'NN'), 3917), (('effects', 'NNS'), 3833), (('di', 'NN'), 3802), (('human', 'JJ'), 3566), (('clinical', 'JJ'), 3458), (('cells', 'NNS'), 3252), (('new', 'JJ'), 3251), (('effect', 'NN'), 3127), (('italian', 'JJ'), 3017), (('disease', 'NN'), 2956), (('activity', 'NN'), 2652), (('cell', 'NN'), 2577), (('case', 'NN'), 2460), (('evaluation', 'NN'), 2293), (('risk', 'NN'), 2288), (('role', 'NN'), 2220), (('results', 'NNS'), 2182), (('using', 'VBG'), 2136), (('synthesis', 'NN'), 2121), (('italy', 'NN'), 1948), (('model', 'NN'), 1901), (('della', 'NN'), 1877), (('growth', 'NN'), 1862), (('different', 'JJ'), 1763), (('therapy', 'NN'), 1736), (('system', 'NN'), 1709)]
60030674;[('collision', 1456), ('decay', 1287), ('measurement', 1231), ('search', 1181), ('tev', 1048), ('quantum', 728), ('production', 685), ('model', 608), ('boson', 576), ('√s', 574), ('pp', 531), ('state', 522), ('study', 484), ('use', 451), ('→', 418), ('system', 399), ('equation', 396), ('quark', 355), ('effect', 349), ('jet', 344), ('structure', 343), ('protonproton', 335), ('higgs', 324), ('energy', 320), ('theory', 312), ('property', 309), ('cross', 305), ('section', 303), ('pair', 301), ('molecule', 300)];[(('collisions', 'NNS'), 1444), (('search', 'NN'), 1083), (('measurement', 'NN'), 855), (('production', 'NN'), 685), (('tev', 'NN'), 652), (('√s', 'VBP'), 530), (('decays', 'NNS'), 513), (('quantum', 'NN'), 466), (('using', 'VBG'), 432), (('model', 'NN'), 391), (('study', 'NN'), 363), (('decay', 'NN'), 347), (('tev', 'VBP'), 333), (('→', 'NNP'), 325), (('states', 'NNS'), 309), (('new', 'JJ'), 293), (('cross', 'NN'), 293), (('properties', 'NNS'), 290), (('boson', 'NN'), 274), (('pp', 'NN'), 267), (('events', 'NNS'), 265), (('systems', 'NNS'), 260), (('energy', 'NN'), 255), (('observation', 'NN'), 254), (('equations', 'NNS'), 248), (('mass', 'NN'), 247), (('final', 'JJ'), 245), (('quark', 'NN'), 242), (('dynamics', 'NNS'), 241), (('analysis', 'NN'), 240)]
60031624;[('study', 2075), ('patient', 1621), ('analysis', 1267), ('effect', 1238), ('cell', 1183), ('model', 1022), ('system', 886), ('use', 798), ('di', 753), ('human', 753), ('italian', 743), ('case', 719), ('treatment', 706), ('disease', 681), ('cancer', 675), ('italy', 658), ('clinic', 653), ('approach', 618), ('new', 607), ('activity', 536), ('structure', 526), ('role', 504), ('assessment', 471), ('evaluation', 454), ('sea', 443), ('control', 438), ('result', 427), ('carcinoma', 422), ('factor', 421), ('method', 407)];[(('study', 'NN'), 1796), (('patients', 'NNS'), 1491), (('analysis', 'NN'), 1171), (('italian', 'JJ'), 737), (('human', 'JJ'), 700), (('treatment', 'NN'), 652), (('clinical', 'JJ'), 634), (('effects', 'NNS'), 633), (('cancer', 'NN'), 627), (('new', 'JJ'), 606), (('effect', 'NN'), 604), (('case', 'NN'), 593), (('model', 'NN'), 572), (('cell', 'NN'), 569), (('di', 'NN'), 566), (('approach', 'NN'), 546), (('role', 'NN'), 491), (('using', 'VBG'), 484), (('system', 'NN'), 464), (('disease', 'NN'), 462), (('cells', 'NNS'), 449), (('evaluation', 'NN'), 431), (('italy', 'NN'), 429), (('activity', 'NN'), 428), (('sea', 'NN'), 426), (('systems', 'NNS'), 422), (('results', 'NNS'), 407), (('growth', 'NN'), 403), (('different', 'JJ'), 386), (('expression', 'NN'), 381)]
60031984;[('patient', 4731), ('study', 3766), ('cancer', 2109), ('disease', 2024), ('treatment', 1894), ('cell', 1824), ('clinic', 1766), ('di', 1665), ('case', 1560), ('effect', 1501), ('syndrome', 1369), ('analysis', 1177), ('human', 1159), ('italian', 1138), ('surgery', 1119), ('diagnosis', 1029), ('use', 1005), ('result', 976), ('therapy', 963), ('report', 929), ('acute', 923), ('outcome', 882), ('risk', 874), ('factor', 857), ('role', 824), ('new', 808), ('carcinoma', 761), ('evaluation', 752), ('heart', 747), ('chronic', 709)];[(('patients', 'NNS'), 4271), (('study', 'NN'), 3405), (('cancer', 'NN'), 1999), (('treatment', 'NN'), 1819), (('clinical', 'JJ'), 1738), (('disease', 'NN'), 1360), (('di', 'NN'), 1283), (('analysis', 'NN'), 1130), (('case', 'NN'), 1124), (('italian', 'JJ'), 1122), (('human', 'JJ'), 1052), (('results', 'NNS'), 957), (('therapy', 'NN'), 863), (('cell', 'NN'), 847), (('role', 'NN'), 813), (('new', 'JJ'), 807), (('report', 'NN'), 806), (('effects', 'NNS'), 805), (('cells', 'NNS'), 798), (('risk', 'NN'), 789), (('syndrome', 'NN'), 760), (('evaluation', 'NN'), 720), (('effect', 'NN'), 696), (('della', 'NN'), 688), (('surgery', 'NN'), 680), (('carcinoma', 'NN'), 659), (('management', 'NN'), 657), (('chronic', 'JJ'), 635), (('diagnosis', 'NN'), 593), (('coronary', 'JJ'), 588)]
60032111;[('cell', 614), ('study', 503), ('italy', 502), ('effect', 401), ('new', 399), ('analysis', 370), ('decay', 340), ('model', 338), ('synthesis', 329), ('activity', 320), ('use', 310), ('measurement', 294), ('human', 290), ('structure', 239), ('di', 237), ('system', 214), ('search', 213), ('italian', 208), ('→', 208), ('acid', 190), ('characterization', 185), ('role', 180), ('rat', 175), ('central', 174), ('observation', 173), ('de', 166), ('patient', 159), ('cancer', 155), ('sea', 149), ('complex', 149)];[(('new', 'JJ'), 399), (('study', 'NN'), 370), (('analysis', 'NN'), 338), (('italy', 'NN'), 332), (('cells', 'NNS'), 300), (('synthesis', 'NN'), 294), (('activity', 'NN'), 280), (('human', 'JJ'), 273), (('effects', 'NNS'), 231), (('cell', 'NN'), 222), (('using', 'VBG'), 213), (('italian', 'JJ'), 205), (('measurement', 'NN'), 198), (('model', 'NN'), 187), (('characterization', 'NN'), 182), (('search', 'NN'), 181), (('di', 'NN'), 180), (('→', 'NNP'), 176), (('central', 'JJ'), 174), (('role', 'NN'), 172), (('effect', 'NN'), 170), (('decays', 'NNS'), 152), (('sea', 'NN'), 143), (('patients', 'NNS'), 142), (('properties', 'NNS'), 138), (('production', 'NN'), 137), (('data', 'NNS'), 136), (('evidence', 'NN'), 133), (('case', 'NN'), 133), (('system', 'NN'), 132)]
60032256;[('patient', 2748), ('study', 2652), ('cell', 1646), ('analysis', 1196), ('disease', 1195), ('effect', 1153), ('treatment', 1077), ('cancer', 1031), ('italian', 973), ('clinic', 949), ('human', 896), ('case', 835), ('di', 821), ('use', 744), ('pancreas', 730), ('child', 673), ('surgery', 665), ('protein', 661), ('risk', 650), ('chronic', 615), ('factor', 602), ('model', 598), ('role', 588), ('gene', 574), ('italy', 556), ('new', 552), ('expression', 545), ('associate', 534), ('outcome', 531), ('result', 512)];[(('patients', 'NNS'), 2482), (('study', 'NN'), 2336), (('analysis', 'NN'), 1119), (('treatment', 'NN'), 1041), (('cancer', 'NN'), 965), (('italian', 'JJ'), 963), (('clinical', 'JJ'), 928), (('disease', 'NN'), 841), (('human', 'JJ'), 761), (('cell', 'NN'), 754), (('cells', 'NNS'), 694), (('effects', 'NNS'), 668), (('di', 'NN'), 645), (('case', 'NN'), 620), (('children', 'NNS'), 610), (('pancreatic', 'JJ'), 605), (('risk', 'NN'), 570), (('role', 'NN'), 565), (('new', 'JJ'), 550), (('chronic', 'JJ'), 544), (('expression', 'NN'), 532), (('results', 'NNS'), 497), (('effect', 'NN'), 485), (('associated', 'VBN'), 465), (('gene', 'NN'), 460), (('activity', 'NN'), 437), (('evaluation', 'NN'), 435), (('approach', 'NN'), 402), (('protein', 'NN'), 398), (('using', 'VBG'), 396)]
60032259;[('study', 2458), ('effect', 1430), ('patient', 1357), ('di', 1227), ('rat', 1126), ('analysis', 1100), ('model', 1056), ('sardinia', 1012), ('italy', 955), ('system', 924), ('activity', 894), ('use', 869), ('structure', 839), ('new', 824), ('cell', 803), ('treatment', 785), ('receptor', 773), ('human', 747), ('case', 737), ('disease', 729), ('synthesis', 673), ('italian', 645), ('property', 623), ('approach', 558), ('role', 534), ('measurement', 529), ('complex', 527), ('clinic', 522), ('acid', 512), ('cancer', 508)];[(('study', 'NN'), 1956), (('patients', 'NNS'), 1219), (('analysis', 'NN'), 1040), (('di', 'NN'), 931), (('new', 'JJ'), 824), (('activity', 'NN'), 790), (('effect', 'NN'), 767), (('treatment', 'NN'), 745), (('sardinia', 'NN'), 735), (('human', 'JJ'), 691), (('italy', 'NN'), 672), (('effects', 'NNS'), 663), (('italian', 'JJ'), 637), (('properties', 'NNS'), 617), (('case', 'NN'), 610), (('synthesis', 'NN'), 588), (('rats', 'NNS'), 572), (('using', 'VBG'), 541), (('model', 'NN'), 526), (('role', 'NN'), 521), (('clinical', 'JJ'), 511), (('system', 'NN'), 511), (('approach', 'NN'), 496), (('characterization', 'NN'), 493), (('evaluation', 'NN'), 461), (('disease', 'NN'), 447), (('cancer', 'NN'), 447), (('receptor', 'NN'), 431), (('sardinian', 'JJ'), 430), (('structure', 'NN'), 418)]
60032350;[('study', 12329), ('patient', 10034), ('di', 8384), ('cell', 7008), ('effect', 6622), ('analysis', 6137), ('model', 5734), ('treatment', 4978), ('case', 4948), ('use', 4897), ('system', 4684), ('disease', 4441), ('new', 4299), ('italy', 4168), ('human', 4123), ('structure', 3842), ('clinic', 3662), ('italian', 3562), ('cancer', 3501), ('del', 3415), ('della', 3369), ('measurement', 3003), ('role', 3001), ('approach', 2813), ('activity', 2774), ('la', 2709), ('evaluation', 2706), ('result', 2699), ('surgery', 2581), ('factor', 2494)];[(('study', 'NN'), 10004), (('patients', 'NNS'), 9046), (('di', 'NN'), 6472), (('analysis', 'NN'), 5712), (('treatment', 'NN'), 4803), (('new', 'JJ'), 4295), (('case', 'NN'), 3929), (('human', 'JJ'), 3730), (('effects', 'NNS'), 3683), (('clinical', 'JJ'), 3583), (('italian', 'JJ'), 3515), (('cells', 'NNS'), 3490), (('della', 'NN'), 3295), (('cancer', 'NN'), 3268), (('model', 'NN'), 3192), (('effect', 'NN'), 2938), (('using', 'VBG'), 2919), (('role', 'NN'), 2907), (('disease', 'NN'), 2868), (('del', 'NN'), 2736), (('italy', 'NN'), 2685), (('cell', 'NN'), 2637), (('results', 'NNS'), 2551), (('evaluation', 'NN'), 2539), (('system', 'NN'), 2490), (('approach', 'NN'), 2458), (('activity', 'NN'), 2451), (('collisions', 'NNS'), 2236), (('report', 'NN'), 2194), (('systems', 'NNS'), 2194)]
60050715;[('italy', 535), ('effect', 497), ('analysis', 473), ('study', 440), ('forest', 405), ('model', 396), ('specie', 385), ('use', 380), ('new', 356), ('cell', 347), ('mediterranean', 311), ('wheat', 311), ('soil', 301), ('system', 290), ('production', 265), ('italian', 257), ('plant', 253), ('characterization', 250), ('structure', 249), ('central', 236), ('gene', 236), ('activity', 233), ('protein', 232), ('approach', 223), ('water', 220), ('different', 216), ('carbon', 214), ('molecule', 209), ('environment', 207), ('assessment', 204)];[(('analysis', 'NN'), 435), (('species', 'NNS'), 380), (('italy', 'NN'), 369), (('new', 'JJ'), 356), (('study', 'NN'), 307), (('wheat', 'NN'), 267), (('production', 'NN'), 263), (('effects', 'NNS'), 262), (('italian', 'JJ'), 253), (('characterization', 'NN'), 248), (('central', 'JJ'), 236), (('effect', 'NN'), 235), (('using', 'VBG'), 231), (('soil', 'NN'), 230), (('different', 'JJ'), 211), (('forest', 'JJS'), 211), (('model', 'NN'), 197), (('carbon', 'NN'), 197), (('approach', 'NN'), 189), (('quality', 'NN'), 189), (('activity', 'NN'), 186), (('growth', 'NN'), 185), (('european', 'JJ'), 185), (('mediterranean', 'JJ'), 174), (('case', 'NN'), 174), (('water', 'NN'), 173), (('system', 'NN'), 171), (('cells', 'NNS'), 171), (('molecular', 'JJ'), 168), (('data', 'NNS'), 164)]
60069616;[('patient', 1187), ('study', 951), ('cell', 691), ('disease', 597), ('cancer', 548), ('effect', 507), ('treatment', 424), ('clinic', 376), ('italian', 361), ('analysis', 360), ('human', 325), ('case', 311), ('syndrome', 271), ('gene', 266), ('italy', 264), ('use', 263), ('role', 261), ('surgery', 261), ('associate', 242), ('receptor', 236), ('heart', 232), ('activity', 231), ('therapy', 229), ('risk', 225), ('new', 224), ('evaluation', 220), ('expression', 220), ('factor', 219), ('multiple', 216), ('model', 216)];[(('patients', 'NNS'), 1054), (('study', 'NN'), 840), (('cancer', 'NN'), 469), (('disease', 'NN'), 428), (('treatment', 'NN'), 416), (('cells', 'NNS'), 399), (('clinical', 'JJ'), 364), (('italian', 'JJ'), 358), (('analysis', 'NN'), 344), (('effects', 'NNS'), 323), (('human', 'JJ'), 305), (('case', 'NN'), 270), (('role', 'NN'), 261), (('gene', 'NN'), 232), (('new', 'JJ'), 223), (('cell', 'NN'), 219), (('expression', 'NN'), 217), (('associated', 'VBN'), 216), (('evaluation', 'NN'), 212), (('activity', 'NN'), 208), (('therapy', 'NN'), 202), (('risk', 'NN'), 200), (('receptor', 'NN'), 199), (('results', 'NNS'), 187), (('effect', 'NN'), 184), (('chronic', 'JJ'), 183), (('multiple', 'JJ'), 179), (('syndrome', 'NN'), 172), (('surgery', 'NN'), 171), (('report', 'NN'), 169)]
60073247;[('la', 69), ('de', 55), ('di', 40), ('et', 28), ('le', 26), ('«', 24), ('»', 24), ('theology', 20), ('church', 16), ('della', 16), ('del', 16), ('il', 13), ('en', 11), ('god', 10), ('gregorianum', 10), ('per', 9), ('christian', 9), ('die', 8), ('jesus', 8), ('el', 8), ('culture', 8), ('christ', 8), ('tra', 8), ('society', 8), ('life', 8), ('religion', 7), ('verbum', 7), ('una', 7), ('un', 7), ('new', 7)];[(('la', 'FW'), 33), (('di', 'NN'), 29), (('la', 'NN'), 26), (('de', 'FW'), 24), (('de', 'IN'), 23), (('et', 'FW'), 17), (('della', 'NN'), 16), (('«', 'NNP'), 16), (('theology', 'NN'), 15), (('del', 'NN'), 15), (('»', 'NNP'), 15), (('church', 'NN'), 13), (('il', 'NN'), 10), (('gregorianum', 'NN'), 10), (('per', 'IN'), 9), (('et', 'NN'), 9), (('jesus', 'NN'), 8), (('god', 'NN'), 8), (('christ', 'NN'), 8), (('life', 'NN'), 8), (('una', 'JJ'), 7), (('di', 'FW'), 7), (('new', 'JJ'), 7), (('des', 'NNS'), 7), (('religion', 'NN'), 6), (('el', 'FW'), 6), (('verbum', 'NN'), 6), (('christian', 'JJ'), 6), (('dialogue', 'NN'), 6), (('le', 'NN'), 6)]
60073834;[('use', 264), ('analysis', 257), ('apple', 237), ('effect', 211), ('italy', 199), ('grapevine', 191), ('wine', 159), ('gene', 156), ('plant', 155), ('specie', 151), ('study', 148), ('data', 148), ('alp', 148), ('genetic', 132), ('model', 132), ('profile', 131), ('fruit', 128), ('grape', 119), ('forest', 114), ('vitis', 113), ('compound', 111), ('volatile', 110), ('isotope', 109), ('italian', 106), ('new', 104), ('different', 103), ('diversity', 102), ('population', 102), ('spectrometry', 102), ('change', 102)];[(('analysis', 'NN'), 229), (('apple', 'NN'), 224), (('using', 'VBG'), 184), (('species', 'NNS'), 150), (('data', 'NNS'), 148), (('italy', 'NN'), 146), (('grapevine', 'NN'), 129), (('effects', 'NNS'), 124), (('genetic', 'JJ'), 123), (('study', 'NN'), 109), (('italian', 'JJ'), 106), (('new', 'JJ'), 104), (('fruit', 'NN'), 103), (('plant', 'NN'), 102), (('diversity', 'NN'), 98), (('different', 'JJ'), 98), (('gene', 'NN'), 98), (('spectrometry', 'NN'), 97), (('vitis', 'NN'), 92), (('grape', 'NN'), 89), (('development', 'NN'), 89), (('volatile', 'JJ'), 88), (('effect', 'NN'), 87), (('vinifera', 'NN'), 86), (('resistance', 'NN'), 86), (('characterization', 'NN'), 85), (('european', 'JJ'), 83), (('mass', 'NN'), 79), (('stable', 'JJ'), 78), (('compounds', 'NNS'), 76)]
60103305;[('de', 17), ('la', 11), ('le', 9), ('et', 8), ('god', 7), ('psalm', 5), ('«', 5), ('»', 5), ('luke', 5), ('proposition', 5), ('el', 5), ('rm', 4), ('proposal', 4), ('aux', 4), ('letter', 4), ('samuel', 3), ('image', 3), ('moses', 3), ('exegesis', 3), ('sur', 3), ('act', 3), ('speech', 3), ('response', 3), ('tradition', 3), ('paul', 3), ('une', 3), ('plan', 3), ('jesus', 3), ('suggestion', 3), ('word', 3)];[(('de', 'FW'), 9), (('la', 'FW'), 5), (('propositions', 'NNS'), 5), (('proposals', 'NNS'), 4), (('de', 'IN'), 4), (('god', 'NN'), 3), (('samuel', 'NN'), 3), (('image', 'NN'), 3), (('luke', 'NN'), 3), (('speech', 'NN'), 3), (('une', 'JJ'), 3), (('plan', 'NN'), 3), (('le', 'JJ'), 3), (('et', 'NN'), 3), (('»', 'NNP'), 3), (('magnificat', 'NN'), 3), (('la', 'NN'), 3), (('bible', 'JJ'), 3), (('difficulties', 'NNS'), 3), (('according', 'VBG'), 2), (('development', 'NN'), 2), (('old', 'JJ'), 2), (('dynamics', 'NNS'), 2), (('biblical', 'JJ'), 2), (('gods', 'NNS'), 2), (('gregory', 'JJ'), 2), (('nyssa', 'JJ'), 2), (('life', 'NN'), 2), (('moses', 'NNS'), 2), (('mojžiša', 'NN'), 2)]
60103326;[('social', 20), ('study', 11), ('analysis', 8), ('covid', 8), ('italian', 8), ('compassion', 8), ('politics', 8), ('digit', 7), ('medium', 7), ('italy', 7), ('evidence', 6), ('rome', 6), ('market', 6), ('graph', 6), ('economy', 6), ('risk', 6), ('scale', 6), ('effect', 6), ('international', 6), ('network', 6), ('heart', 5), ('safeness', 5), ('factor', 5), ('structure', 5), ('political', 5), ('compassionate', 5), ('train', 5), ('rom', 5), ('model', 5), ('community', 4)];[(('social', 'JJ'), 19), (('study', 'NN'), 9), (('analysis', 'NN'), 8), (('italian', 'JJ'), 8), (('compassion', 'NN'), 8), (('politics', 'NNS'), 8), (('digital', 'JJ'), 7), (('media', 'NNS'), 7), (('effects', 'NNS'), 6), (('international', 'JJ'), 6), (('evidence', 'NN'), 5), (('heart', 'NN'), 5), (('safeness', 'NN'), 5), (('risk', 'NN'), 5), (('political', 'JJ'), 5), (('roma', 'NN'), 5), (('market', 'NN'), 4), (('performance', 'NN'), 4), (('rate', 'NN'), 4), (('covid', 'NN'), 4), (('economic', 'JJ'), 4), (('exploring', 'VBG'), 4), (('different', 'JJ'), 4), (('role', 'NN'), 4), (('patients', 'NNS'), 4), (('structure', 'NN'), 4), (('informalities', 'NNS'), 4), (('public', 'JJ'), 4), (('compassionate', 'NN'), 4), (('new', 'JJ'), 4)]
60104092;[('study', 155), ('analysis', 134), ('model', 107), ('italian', 93), ('effect', 90), ('role', 89), ('use', 86), ('energy', 83), ('approach', 77), ('reaction', 75), ('system', 71), ('network', 64), ('covid', 60), ('new', 59), ('adolescent', 55), ('method', 54), ('performance', 53), ('relationship', 52), ('experiment', 52), ('evaluation', 51), ('case', 49), ('behavior', 49), ('base', 48), ('italy', 48), ('scale', 46), ('assessment', 43), ('among', 43), ('development', 42), ('social', 42), ('structure', 42)];[(('study', 'NN'), 127), (('analysis', 'NN'), 127), (('italian', 'JJ'), 92), (('role', 'NN'), 87), (('approach', 'NN'), 72), (('energy', 'NN'), 61), (('new', 'JJ'), 57), (('model', 'NN'), 56), (('using', 'VBG'), 52), (('effects', 'NNS'), 51), (('evaluation', 'NN'), 50), (('reaction', 'NN'), 50), (('case', 'NN'), 48), (('method', 'NN'), 46), (('performance', 'NN'), 45), (('based', 'VBN'), 45), (('relationship', 'NN'), 43), (('among', 'IN'), 43), (('system', 'NN'), 42), (('social', 'JJ'), 41), (('adolescents', 'NNS'), 40), (('psychological', 'JJ'), 40), (('management', 'NN'), 39), (('effect', 'NN'), 39), (('water', 'NN'), 36), (('italy', 'NN'), 36), (('properties', 'NNS'), 35), (('networks', 'NNS'), 33), (('development', 'NN'), 32), (('scale', 'NN'), 32)]
60104320;[('equation', 149), ('function', 104), ('solution', 100), ('model', 99), ('new', 83), ('fractional', 83), ('differential', 75), ('study', 69), ('analysis', 57), ('nonlinear', 56), ('inequality', 56), ('application', 50), ('integral', 47), ('method', 46), ('polynomial', 42), ('property', 41), ('generalize', 41), ('approach', 39), ('behavior', 38), ('effect', 38), ('operator', 36), ('via', 35), ('system', 34), ('use', 33), ('disorder', 33), ('flow', 32), ('oscillation', 32), ('heat', 29), ('result', 29), ('type', 29)];[(('equations', 'NNS'), 99), (('new', 'JJ'), 83), (('fractional', 'JJ'), 82), (('functions', 'NNS'), 75), (('solutions', 'NNS'), 73), (('differential', 'JJ'), 71), (('study', 'NN'), 64), (('model', 'NN'), 59), (('inequalities', 'NNS'), 52), (('equation', 'NN'), 48), (('analysis', 'NN'), 45), (('properties', 'NNS'), 41), (('integral', 'JJ'), 40), (('nonlinear', 'JJ'), 39), (('applications', 'NNS'), 39), (('polynomials', 'NNS'), 38), (('approach', 'NN'), 36), (('via', 'IN'), 35), (('method', 'NN'), 34), (('oscillation', 'NN'), 28), (('results', 'NNS'), 27), (('neutral', 'JJ'), 27), (('numerical', 'JJ'), 26), (('solution', 'NN'), 26), (('role', 'NN'), 26), (('heat', 'NN'), 25), (('using', 'VBG'), 24), (('system', 'NN'), 24), (('behavior', 'NN'), 23), (('time', 'NN'), 23)]
60104321;[('italian', 22), ('di', 20), ('role', 16), ('school', 14), ('evidence', 13), ('effect', 13), ('study', 13), ('italy', 11), ('adolescent', 10), ('market', 10), ('il', 9), ('social', 9), ('new', 8), ('use', 8), ('university', 8), ('city', 7), ('airline', 7), ('assessment', 7), ('price', 7), ('course', 7), ('factor', 7), ('covid', 7), ('global', 6), ('analysis', 6), ('design', 6), ('research', 6), ('development', 6), ('case', 6), ('model', 6), ('technological', 6)];[(('italian', 'JJ'), 22), (('di', 'NN'), 17), (('role', 'NN'), 16), (('evidence', 'NN'), 13), (('school', 'NN'), 12), (('study', 'NN'), 12), (('effects', 'NNS'), 9), (('social', 'JJ'), 9), (('new', 'JJ'), 8), (('il', 'NN'), 8), (('university', 'NN'), 8), (('adolescents', 'NNS'), 7), (('global', 'JJ'), 6), (('analysis', 'NN'), 6), (('design', 'NN'), 6), (('research', 'NN'), 6), (('airline', 'NN'), 6), (('case', 'NN'), 6), (('italy', 'NN'), 6), (('technological', 'JJ'), 6), (('european', 'JJ'), 6), (('empirical', 'JJ'), 6), (('factors', 'NNS'), 6), (('life', 'NN'), 6), (('competition', 'NN'), 6), (('approach', 'NN'), 5), (('blended', 'VBD'), 5), (('among', 'IN'), 5), (('change', 'NN'), 5), (('infants', 'NNS'), 5)]
60105230;[('study', 31), ('effect', 25), ('disease', 24), ('patient', 22), ('cell', 18), ('protein', 13), ('dna', 13), ('response', 13), ('evaluation', 11), ('chronic', 11), ('trial', 10), ('analysis', 10), ('migraine', 10), ('synapse', 10), ('activity', 9), ('cancer', 9), ('italian', 9), ('multiple', 9), ('parkinson', 9), ('peptide', 9), ('human', 8), ('monitor', 8), ('use', 8), ('synthesis', 8), ('model', 8), ('antioxidant', 7), ('factor', 7), ('risk', 7), ('milk', 7), ('age', 7)];[(('study', 'NN'), 26), (('patients', 'NNS'), 21), (('disease', 'NN'), 16), (('effects', 'NNS'), 14), (('dna', 'NN'), 12), (('effect', 'NN'), 11), (('evaluation', 'NN'), 11), (('response', 'NN'), 11), (('synaptic', 'JJ'), 10), (('protein', 'NN'), 9), (('italian', 'JJ'), 9), (('multiple', 'JJ'), 9), (('analysis', 'NN'), 9), (('parkinsons', 'NNS'), 9), (('cells', 'NNS'), 9), (('chronic', 'JJ'), 9), (('migraine', 'NN'), 9), (('activity', 'NN'), 8), (('trial', 'NN'), 7), (('cancer', 'NN'), 7), (('synthesis', 'NN'), 7), (('model', 'NN'), 7), (('sclerosis', 'NN'), 7), (('cohort', 'NN'), 7), (('antioxidant', 'JJ'), 6), (('role', 'NN'), 6), (('development', 'NN'), 6), (('detection', 'NN'), 6), (('observational', 'JJ'), 6), (('disease', 'VBP'), 6)]
60105475;[('seismic', 194), ('assessment', 121), ('model', 107), ('build', 104), ('analysis', 85), ('structure', 77), ('xray', 75), ('study', 74), ('use', 67), ('design', 62), ('response', 58), ('frame', 54), ('risk', 52), ('cognition', 51), ('rc', 48), ('earthquake', 46), ('effect', 44), ('pulsar', 44), ('italian', 43), ('spectrum', 42), ('observation', 41), ('approach', 41), ('data', 41), ('loss', 40), ('method', 40), ('system', 38), ('performance', 36), ('concrete', 33), ('element', 33), ('steel', 32)];[(('seismic', 'JJ'), 184), (('assessment', 'NN'), 90), (('analysis', 'NN'), 76), (('buildings', 'NNS'), 66), (('study', 'NN'), 61), (('design', 'NN'), 58), (('response', 'NN'), 55), (('risk', 'NN'), 51), (('using', 'VBG'), 49), (('model', 'NN'), 43), (('italian', 'JJ'), 43), (('data', 'NNS'), 40), (('earthquake', 'NN'), 39), (('rc', 'NN'), 38), (('cognitive', 'JJ'), 37), (('structures', 'NNS'), 36), (('approach', 'NN'), 35), (('performance', 'NN'), 35), (('loss', 'NN'), 34), (('observations', 'NNS'), 33), (('steel', 'NN'), 32), (('xray', 'NN'), 31), (('fragility', 'NN'), 30), (('assessment', 'JJ'), 29), (('case', 'NN'), 29), (('vulnerability', 'NN'), 29), (('social', 'JJ'), 29), (('new', 'JJ'), 29), (('evaluation', 'NN'), 28), (('effects', 'NNS'), 28)]
